Christmas 2025 w/ Horn,,Merry Christmas in the Snowy Fields 2020,,Lotto Drop Bonus:,,12,,Apple AP Buyback?:,X,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flake: Day 4,27.61,40,"1,098",Lotto 2,12,,10.475,6.526,,6542,Egg of Truth,25.77,107.1,AP,1.494,0.876,,6541,Arrowhead of Malice,29.25,94.4,AP,0.483,0.292,,6549,Small Bell of Absolution,46.53,59.3,AP,0.487,0.284,,6205,Secret Gem of Caster,26.39,104.6,AP,0.473,,,7105,Caster Monument,25.9,106.6,AP,0.457,,,6005,Gem of Caster,32.91,83.9,AP,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",409,"67,013",,,49.6,16.5,2.4,66.9,,6519,Warhorse's Young Horn,82.600,33.4,AP,2.576,1.558,,6526,Shell of Reminiscense,82.600,33.4,AP,1.388,0.863,,6514,Homunculus Baby,82.600,33.4,AP,1.358,0.994,,6534,Mystic Gunpowder,123.900,22.3,AP,1.230,0.757,,6533,Stake of Wailing Night,123.900,22.3,AP,1.230,0.768,,6549,Small Bell of Absolution,21.889,126.1,AP,0.229,0.134,,6005,Gem of Caster,13.216,208.9,AP,0.039,,,,,,,,,,,,6005,Gem of Caster,13.216,,,,,,-1,Blue Gems,82.600,,-6,XP,1239.0
Powder: Day 5,28.6,40,915,Lotto 3,12,,8.633,5.332,,6539,Reactor Core of Dawn,28.1,101.8,AP,0.906,0.457,,6538,Soundless Bell,20.13,142.1,AP,0.325,0.193,,6527,Deadly Poison Needle,26.99,106.0,AP,0.287,0.175,,6103,Magic Gem of Lancer,28.1,101.8,AP,0.197,,,7103,Lancer Monument,19.03,150.3,AP,0.318,,,6003,Gem of Lancer,27.21,105.1,AP,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",329,"59,524",,,45.6,15.2,2.6,75.3,,6519,Warhorse's Young Horn,76.000,37.6,AP,2.288,1.384,,6526,Shell of Reminiscense,76.000,37.6,AP,1.233,0.767,,6514,Homunculus Baby,76.000,37.6,AP,1.206,0.883,,6534,Mystic Gunpowder,114.000,25.1,AP,1.092,0.672,,6533,Stake of Wailing Night,114.000,25.1,AP,1.092,0.682,,6549,Small Bell of Absolution,20.140,142.0,AP,0.204,0.119,,6005,Gem of Caster,12.160,235.2,AP,0.034,,,,,,,,,,,,6005,Gem of Caster,12.160,,,,,,-1,Blue Gems,76.000,,-6,XP,1140.0
Flake: Day 5,27.57,40,"1,098",Lotto 3,12,,10.309,6.393,,6531,Mysterious Divine Wine,26.27,104.9,AP,1.344,0.694,,6535,Eternal Ice,29.28,94.2,AP,0.434,0.298,,6551,Twilit Ritual Sword,46.05,59.9,AP,0.484,0.304,,6207,Secret Gem of Berserker,26.85,102.7,AP,0.725,,,7107,Berserker Monument,26.64,103.5,AP,0.465,,,6007,Gem of Berserker,32.98,83.6,AP,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",409,"67,314",,,49.7,16.6,2.4,66.6,,6519,Warhorse's Young Horn,82.850,33.3,AP,2.587,1.565,,6526,Shell of Reminiscense,82.850,33.3,AP,1.394,0.867,,6514,Homunculus Baby,82.850,33.3,AP,1.364,0.999,,6534,Mystic Gunpowder,124.275,22.2,AP,1.235,0.760,,6533,Stake of Wailing Night,124.275,22.2,AP,1.235,0.771,,6549,Small Bell of Absolution,21.955,125.6,AP,0.230,0.134,,6005,Gem of Caster,13.256,208.0,AP,0.039,,,,,,,,,,,,6005,Gem of Caster,13.256,,,,,,-1,Blue Gems,82.850,,-6,XP,1242.8
Powder: Day 6,28.71,40,915,Lotto 3,12,,8.270,5.134,,6532,Refined Magatama,39.01,73.6,AP,0.599,0.312,,6508,Ghost Lantern,24.42,117.6,AP,0.389,0.248,,6503,Proof of Hero,40.55,70.8,AP,0.264,0.129,,6102,Magic Gem of Archer,32.49,88.4,AP,0.226,,,7102,Archer Monument,20.11,142.8,AP,0.339,,,6002,Gem of Archer,27.18,105.6,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",327,"58,711",,,45.2,15.1,2.7,76.3,,6519,Warhorse's Young Horn,75.250,38.2,AP,2.257,1.365,,6526,Shell of Reminiscense,75.250,38.2,AP,1.216,0.756,,6514,Homunculus Baby,75.250,38.2,AP,1.190,0.871,,6534,Mystic Gunpowder,112.875,25.4,AP,1.077,0.663,,6533,Stake of Wailing Night,112.875,25.4,AP,1.077,0.673,,6549,Small Bell of Absolution,19.941,144.0,AP,0.201,0.117,,6005,Gem of Caster,12.040,238.5,AP,0.034,,,,,,,,,,,,6005,Gem of Caster,12.040,,,,,,-1,Blue Gems,75.250,,-6,XP,1128.8
Flake: Day 6,27.62,40,"1,098",Lotto 3,12,,10.344,6.376,,6528,Primordial Lanugo,31.61,87.4,AP,1.190,0.705,,6511,Forbidden Page,30.13,91.7,AP,0.665,0.333,,6530,Mystic Spinal Fluid,46.71,59.1,AP,0.485,0.269,,6106,Magic Gem of Assassin,32.96,83.8,AP,0.227,,,7106,Assassin Monument,25.09,110.1,AP,0.439,,,6006,Gem of Assassin,27.66,99.9,AP,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",408,"66,949",,,49.5,16.5,2.4,66.9,,6519,Warhorse's Young Horn,82.550,33.5,AP,2.573,1.556,,6526,Shell of Reminiscense,82.550,33.5,AP,1.387,0.863,,6514,Homunculus Baby,82.550,33.5,AP,1.357,0.993,,6534,Mystic Gunpowder,123.825,22.3,AP,1.228,0.756,,6533,Stake of Wailing Night,123.825,22.3,AP,1.228,0.767,,6549,Small Bell of Absolution,21.876,126.3,AP,0.229,0.134,,6005,Gem of Caster,13.208,209.1,AP,0.039,,,,,,,,,,,,6005,Gem of Caster,13.208,,,,,,-1,Blue Gems,82.550,,-6,XP,1238.3
Powder Dust,28.67,40,915,Lotto 4,12,,8.548,5.312,,6523,Lamp of Evil-Sealing,25.79,111.2,AP,0.858,0.491,,6527,Deadly Poison Needle,30.68,93.4,AP,0.325,0.199,,6505,Void's Dust,30.55,93.8,AP,0.309,0.153,,6106,Magic Gem of Assassin,26.6,107.8,AP,0.176,,,7106,Assassin Monument,22.39,128.0,AP,0.377,,,6006,Gem of Assassin,28.66,100.0,AP,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",328,"59,028",,,45.3,15.1,2.6,75.9,,6519,Warhorse's Young Horn,75.550,37.9,AP,2.269,1.372,,6526,Shell of Reminiscense,75.550,37.9,AP,1.223,0.760,,6514,Homunculus Baby,75.550,37.9,AP,1.196,0.876,,6534,Mystic Gunpowder,113.325,25.3,AP,1.083,0.667,,6533,Stake of Wailing Night,113.325,25.3,AP,1.083,0.676,,6549,Small Bell of Absolution,20.021,143.2,AP,0.202,0.118,,6005,Gem of Caster,12.088,237.2,AP,0.034,,,,,,,,,,,,6005,Gem of Caster,12.088,,,,,,-1,Blue Gems,75.550,,-6,XP,1133.3
Flake Dust,27.63,40,"1,098",Lotto 4,12,,10.147,6.197,,6520,Tearstone of Blood,30.96,89.2,AP,1.234,0.617,,6510,Eternal Gear,28.68,96.3,AP,0.453,0.223,,6551,Twilit Ritual Sword,44.88,61.6,AP,0.471,0.296,,6107,Magic Gem of Berserker,31.34,88.2,AP,0.250,,,7107,Berserker Monument,25.26,109.4,AP,0.440,,,6007,Gem of Berserker,27.36,101.0,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",408,"66,843",,,49.5,16.5,2.4,67.0,,6519,Warhorse's Young Horn,82.450,33.5,AP,2.569,1.554,,6526,Shell of Reminiscense,82.450,33.5,AP,1.385,0.861,,6514,Homunculus Baby,82.450,33.5,AP,1.355,0.992,,6534,Mystic Gunpowder,123.675,22.3,AP,1.226,0.755,,6533,Stake of Wailing Night,123.675,22.3,AP,1.226,0.766,,6549,Small Bell of Absolution,21.849,126.5,AP,0.229,0.133,,6005,Gem of Caster,13.192,209.4,AP,0.039,,,,,,,,,,,,6005,Gem of Caster,13.192,,,,,,-1,Blue Gems,82.450,,-6,XP,1236.8
Diamond Dust,26.48,40,"1,318",Lotto 4,12,,13.769,8.494,,6542,Egg of Truth,31.19,84.9,AP,1.886,1.105,,6525,Scarab of Wisdom,31.12,85.1,AP,1.800,1.057,,6556,Ether Photon Converger,33.73,78.5,AP,0.585,0.372,,6503,Proof of Hero,54.83,48.3,AP,0.387,0.189,,6205,Secret Gem of Caster,31.24,84.8,AP,0.584,,,6105,Magic Gem of Caster,21.28,124.4,AP,0.142,,,6005,Gem of Caster,11.44,231.5,AP,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",511,"76,218",,,54.1,18.0,2.2,58.8,,6519,Warhorse's Young Horn,90.100,29.4,AP,2.930,1.772,,6526,Shell of Reminiscense,90.100,29.4,AP,1.579,0.982,,6514,Homunculus Baby,90.100,29.4,AP,1.545,1.131,,6534,Mystic Gunpowder,135.150,19.6,AP,1.398,0.861,,6533,Stake of Wailing Night,135.150,19.6,AP,1.398,0.873,,6549,Small Bell of Absolution,23.877,110.9,AP,0.261,0.152,,6005,Gem of Caster,14.416,183.7,AP,0.044,,,,,,,,,,,,6005,Gem of Caster,14.416,,,,,,-1,Blue Gems,90.100,,-6,XP,1351.5
Snow Crystal,,,615,Lotto,12,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,